rating,stars,pitches,type,city,state
State of the Union,5.6,3.0,1,Sport,Independence Pass,Colorado
Joke's On Me,5.10b,3.0,1,Sport,Independence Pass,Colorado
Mutants Amok,V5,4.5,,Boulder,Central Coast,California
Industrial Disease,5.12,3.0,,Sport,Reimer's Ranch,Texas
Issyk Ata Tooyuk,WI3-4,3.0,,"Trad, Ice",Asia,International
Prodenominator,5.8,3.0,1,Sport,Sequoia & Kings Canyon NP,California
Dirty Gash,5.7,2.0,1,Trad,Independence Pass,Colorado
Localmotion,5.13a,4.0,1,Sport,*Rumney,New Hampshire
Jubal,5.9+,3.0,1,Sport,Wasatch Range,Utah
Captain Mal,5.11a,3.8,1,Sport,Wasatch Range,Utah
The Alliance,5.11a,3.8,1,Sport,Wasatch Range,Utah
Our Mrs. Reynolds,5.10c,4.2,,Sport,Wasatch Range,Utah
Terraformed,5.8,3.1,1,Sport,Wasatch Range,Utah
Another Perfect Day,V0,3.0,,Boulder,Bolton Area,Vermont
Lower Tempest,5.8,2.7,1,Sport,Santa Fe Area,New Mexico
Copperhead,5.10a,4.0,1,Trad,Black Cliffs,Idaho
Unknown,5.11,5.0,,Trad,Asia,International
Pele,5.12b,3.5,1,Sport,Jeff's World (MN/CA border),Minnesota
Long Arm of the Aug,5.11a,4.8,1,Trad,Lake Tahoe,California
Girlfriend Route,5.11b X,2.7,1,Sport,Northwest Region,Washington
Tidal Force,V2,3.0,,Boulder,Palo Duro Canyon State Park,Texas
Slopey Seconds,V1,2.0,,Boulder,Adirondacks,New York
New Beginnings,5.7,2.7,1,Sport,Sierra Eastside,California
Inner Arc,5.6,0.0,,Trad,Las Cruces Area Climbing,New Mexico
Take Vermont from Behind,5.10b,3.3,1,Sport,Bolton Area,Vermont
Finagle a Foot Slab,V1,2.5,,Boulder,Temperance River SP (North Shore),Minnesota
"If You're Holding, Don't Hold Out",V1,2.3,,Boulder,WM: Waterville Valley,New Hampshire
Split Cheek Creek,V0,4.0,,Boulder,Southwest Virginia,Virginia
Henry,V1,2.0,,Boulder,Southwest Virginia,Virginia
Gnardawg Shredbro,5.10c,3.0,1,TR,Los Angeles Basin,California
Favorite,5.8+ R,5.0,1,"Trad, Alpine",WM: Franconia Notch,New Hampshire
Webster's Way,5.6 PG13,3.0,7,Trad,WM: Crawford Notch,New Hampshire
Nanobots,5.11+ R,3.0,,"Trad, TR",WM: Waterville Valley,New Hampshire
Jigsaw,V7,4.0,,Boulder,Unlikely Wall,* In Progress
Crab Head Poseidon God,5.11b/c,4.0,1,Sport,Grand Junction Area,Colorado
Ball Buster,V4+,4.7,,Boulder,Unlikely Wall,* In Progress
Hoosier Baby Daddy,V0,2.5,,Boulder,Unlikely Wall,* In Progress
Dynamite Rail,V2,4.0,,Boulder,Unlikely Wall,* In Progress
The Survivalist,V4 PG13,4.0,,Boulder,North America,International
Punch to the Face,V4,4.0,,Boulder,WM: Waterville Valley,New Hampshire
"You Break It, You Break It",5.5,2.3,,TR,Whipps Ledges,Ohio
Little Rascal Direct,V6,4.0,,Boulder,Jemez Valley Area,New Mexico
2 Scoop Shuffle,V2,3.0,,Boulder,Jemez Valley Area,New Mexico
Southeast Ridge,5.0,4.1,3,"Sport, Alpine",Northwest Region,Washington
Brutus,V7+,4.0,,Boulder,North America,International
Slapping the Belly of a Whale,V10,4.0,,Boulder,North America,International
Charlie's Crack aka Crescent Crack,V6-7,3.0,,Boulder,*Pawtuckaway,New Hampshire
Sawatdee,5.10c/d,4.0,,Sport,Saint George,Utah
Premonition,5.12-,5.0,1,Sport,Southern Arizona,Arizona
"Screw You Guys, I'm Going Home",5.11d,4.0,,Sport,Southern Arizona,Arizona
Trail of Tears,V5,4.5,,Boulder,Lake Tahoe,California
Being Boy Scout,V1,2.8,,Boulder,Horseshoe Canyon Ranch,Arkansas
Bear Backin It,5.12b,4.7,,Sport,Sierra Eastside,California
Another Overhang,5.9,2.0,,"Trad, TR",Asia,International
Golden Arches,V4+,3.4,,Boulder,*Pawtuckaway,New Hampshire
Black Rock Traverse,V0+,3.0,,Boulder,Maui,Hawaii
My Hair Challenged Friend,5.7,2.0,,Sport,El Rito,New Mexico
Mary's First Time,V7,3.7,,Boulder,The Beach,Illinois
Flight from Urushiol,5.11b,5.0,1,Sport,Central Region,Washington
Alpine,5.10a,3.0,2,Sport,Asia,International
La Surprenante,5.5,2.0,2,Trad,North America,International
The Offwidth,5.10c,2.7,,"Trad, TR",North America,International
South Ridge Arete,V5,4.7,,Boulder,San Jacinto Mountains,California
Ape Index,V3,0.0,,Boulder,San Jacinto Mountains,California
5.9 Crack,5.9 V-easy,0.0,,"Sport, Boulder",San Jacinto Mountains,California
The Arching Crack,V0 PG13,0.0,,Boulder,San Jacinto Mountains,California
5.9 Left,V0-,2.5,,Boulder,San Jacinto Mountains,California
Scuzzlebutt,5.12-,3.0,,Sport,Southern Arizona,Arizona
Finding Guinness,5.10-,3.0,2,Trad,Southern Arizona,Arizona
Dirty Pinkos,5.9+,4.2,4,Sport,Central Oregon,Oregon
Closed project anchor,5.12,1.0,,"Sport, TR",North America,International
Finding Remo,V6,3.0,,Boulder,Devil's Lake,Wisconsin
Crumb,V2+,4.0,,Boulder,Jemez Valley Area,New Mexico
Laying Pipe,5.8,3.8,1,Sport,Saint George,Utah
Ringwraith,5.10,5.0,1,Trad,The Gunks,New York
A Pilgrim's Progress,5.8,4.7,,Trad,The Gunks,New York
Pile Driver,5.11b,3.7,,Sport,Central Region,Washington
Sub-Atomic Lunge Blast,5.10b,3.8,,Sport,Central Region,Washington
Cop Killer,5.12b,3.0,1,Sport,Mount Charleston,Nevada
The Gecko,5.10-,3.5,1,Trad,Lake Tahoe,California
Killroy was Here,5.9 PG13,3.0,1,TR,Blue Mounds State Park (Luverne),Minnesota
"Cime Grande, West Face -- ""Dulfer""",5.8,5.0,8,"Trad, Alpine",Europe,International
Elida,5.10b,3.0,1,Sport,Asia,International
Pyro Iyskys,V5,3.8,,Boulder,Hueco Tanks,Texas
Goldschlager,WI2-3 M1-2,3.0,1,"Trad, Mixed, Ice, Alpine",CO Ice & Mixed,Colorado
Hummingbird,5.10c/d,0.0,2,Sport,Asia,International
Math Me Up,V3,2.0,,Boulder,Grand Junction Area,Colorado
Dirty Dancing,V3,4.8,,Boulder,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
Rubik's Arete,V0,3.5,,Boulder,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
The Walrus,V8-,4.0,,Boulder,Devil's Lake,Wisconsin
Cube Traverse,V0-1,2.0,,Boulder,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
Spanish Traverse,V2+,2.0,,Boulder,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
Buffalo Balls,5.11d,3.3,1,Sport,Red Rock,Nevada
Short Cut,5.7,0.0,1,Trad,Horseshoe Canyon Ranch,Arkansas
Crossing the Delaware With Your Pants Down,5.11b/c,4.4,1,Trad,Central Region,Washington
2005,5.11c,0.0,1,Sport,West Desert,Utah
Smoke Hole,5.4,3.5,,"Trad, TR",Devil's Lake,Wisconsin
"Be All, End All",5.11+,4.0,5,Trad,Southern Arizona,Arizona
USS Cyclops,V3-4,3.0,,Boulder,WM: Waterville Valley,New Hampshire
Hand Out,5.10+,3.0,1,Trad,Yosemite National Park,California
Traverse Project,V6-7,0.0,,Boulder,CT Bouldering,Connecticut
Pole Dancing,5.7,3.8,1,Sport,Pilot Mountain,North Carolina
Castle Rocks Gardening Club,5.11c,4.0,2,Trad,Castle Rocks,Idaho
Moroccan Roll,V5,4.7,,Boulder,San Jacinto Mountains,California
Moonwalker,V1-2,3.0,,Boulder,CT Bouldering,Connecticut
Tram Deck,V3-4,3.0,,Boulder,Wasatch Range,Utah
Butternuts,5.11,2.6,,Trad,Northern Arizona,Arizona
Adam VS 5a,5.8,5.0,2,Trad,Europe,International
Lakota Promises,5.12,2.0,1,Sport,The Needles Of Rushmore,South Dakota
Freezer,V0+,4.0,1,Boulder,Smuggler's Notch,Vermont
Dog Crap Broken Fingers,5.10c,3.6,,Sport,Horseshoe Canyon Ranch,Arkansas
Unter Gelern,5.6 PG13,0.0,1,Sport,Europe,International
Flying Circus,5.8 PG13,0.0,1,Sport,Europe,International
Space Taxi,5.10d,0.0,1,Sport,Europe,International
Mustachio,5.7,3.0,1,TR,Grand Junction Area,Colorado
Heckle and Jive,5.11b,2.5,,"Trad, Sport",Central Arizona,Arizona
All Hail Hibernation,V5,4.3,,Boulder,Grand Junction Area,Colorado
The Towering Inferno,5.10a,3.5,1,TR,Scioto Audobon Climbing Wall,Ohio
Dibs and Dabs,V5-,4.0,,Boulder,Grand Junction Area,Colorado
Time Bandits In The Crows Nest,5.11-,3.4,1,Sport,Ten Sleep Canyon,Wyoming
Traditional Policy,5.6,3.5,1,"Trad, TR",Crowders Mountain,North Carolina
Warrior Man,V6,4.3,,Boulder,Saint George,Utah
Chumming,5.13a,4.0,,Sport,Castle Rocks,Idaho
Back Scratcher,V6,5.0,,Boulder,Jemez Valley Area,New Mexico
Throw Me My Walking Shoes,V1,3.0,,Boulder,Bolton Area,Vermont
Strategic Arms,5.12a,4.5,1,Trad,Red Rock,Nevada
West Rock Crack,5.11+,4.5,1,Trad,Western Coastal Slope,Connecticut
Thumper,V-easy,2.0,,Boulder,San Jacinto Mountains,California
Diamond in the Rough,5.10,4.0,,Trad,San Jacinto Mountains,California
Double fissure classique,5.10d,4.0,,"Trad, TR",North America,International
Spannungsbogen,5.10d,3.0,,"Trad, TR",North America,International
Fat Like Butta,5.11d,4.0,1,Sport,Canon City,Colorado
Confederacy of Dunces,5.10b/c,4.0,1,Trad,Northern Arizona,Arizona
Stereo Love,5.10a,2.8,1,Sport,Horseshoe Canyon Ranch,Arkansas
Drunken Monkey,5.10b,2.8,1,Sport,Horseshoe Canyon Ranch,Arkansas
The Flake,V0,3.0,,Boulder,San Francisco Bay Area,California
Vacation Station,V3+,3.0,,Boulder,WM: Waterville Valley,New Hampshire
The Gorgeous Face,5.11a,4.0,1,Trad,Northeast Ridges and Valleys,Pennsylvania
Equilibrium,V8,4.0,,Boulder,Central Arizona,Arizona
Kingdom,V4,3.0,,Boulder,Southwest Virginia,Virginia
The Crescent,V3-4,4.0,,Boulder,*Rumney,New Hampshire
Via Ferrata Col Rodella,Easy 5th,4.0,,"TR, Alpine",Europe,International
Elephant Trunks,5.10c,3.0,1,Sport,Asia,International
Picante,V4,3.0,,Boulder,The Buckeye Boulders,Rhode Island
What's Right with the Underling,5.12a,3.8,,Sport,Red River Gorge,Kentucky
Fickelgruber,5.8,2.6,1,Trad,Red River Gorge,Kentucky
Bruise the Rooster,5.10-,4.2,2,Trad,Southern Arizona,Arizona
Pale Shelter,V1,3.0,,Boulder,Wasatch Range,Utah
Exposure,V1,3.0,,Boulder,Wasatch Range,Utah
Debutante,V0+,4.0,,Boulder,Southern Sierra,California
Cori's Way,5.8 A0,3.0,1,"TR, Aid",Central Coast,California
Chasm Crack,V6,4.4,,Boulder,*Pawtuckaway,New Hampshire
Feeling For The Heavens (aka Slow and Pooky),V4-,4.0,,Boulder,*Pawtuckaway,New Hampshire
Tempting the Guillotine,5.12,3.3,1,Trad,Moab Area,Utah
One Eye,5.11b,3.0,1,"Trad, Sport","Central-East Cascades, Wenatchee, & Leavenworth",Washington
Vagabond,V3,5.0,,Boulder,CT Bouldering,Connecticut
Frozen Fear,5.10d,4.0,1,Sport,Asia,International
Los Banditos,5.10a A1,4.0,,"Trad, Aid",Central Coast,California
Apple Fritters,5.8,3.0,1,"Trad, Sport","Central-East Cascades, Wenatchee, & Leavenworth",Washington
Still Waters Run Deep,5.12b,5.0,1,Sport,Europe,International
My Next 30 Years,5.8+,3.0,1,Trad,South Platte,Colorado
Mr Tremendous,5.10b,4.5,2,Trad,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
Power's Route,V1,5.0,,Boulder,CT Bouldering,Connecticut
Pocket Poker,V1,3.0,,Boulder,CT Bouldering,Connecticut
Sills' Route,5.7,3.0,1,Sport,South Platte,Colorado
Barracuda Crack,V5,3.0,,Boulder,Southwest Virginia,Virginia
Catatonic,5.6,2.5,1,Sport,Central-West Cascades & Seattle,Washington
Sick Puppies,5.11c,4.0,1,Sport,Red River Gorge,Kentucky
Toprope This!,5.11b/c,0.0,,"Trad, TR",Harrisonburg and NW VA,Virginia
Hilti Dust,5.11b,4.0,1,Sport,Black Cliffs,Idaho
Direct,V1,3.0,,Boulder,Greater Boston Boulders,Massachusetts
Drill Holes,V0,3.0,,Boulder,Greater Boston Boulders,Massachusetts
Edges to Ledges,V3,4.0,,Boulder,Southwest Virginia,Virginia
Candy Crush,V7,3.0,,Boulder,Southwest Virginia,Virginia
Spiny Trouble,5.10b,2.6,,Sport,Black Cliffs,Idaho
Agent Orange,5.12+,4.0,,Sport,Northeast Ridges and Valleys,Pennsylvania
Wolves in Wolves Clothing,5.10c,2.7,1,Sport,West Desert,Utah
Under The Witch's Nose,5.9+,3.0,1,Trad,Southern Arizona,Arizona
Modern Warfare,V6+,4.0,,Boulder,Cape Ann,Massachusetts
Block of Life,5.12a,4.1,1,Sport,Santa Fe Area,New Mexico
Flee,5.6,3.3,1,Sport,The Wet Mountains,Colorado
Physical Graffiti,5.11a/b,3.3,,Sport,Black Cliffs,Idaho
Superstitions,5.4 R,3.0,1,"Trad, Sport",Central Valley,Connecticut
Duck Soup,5.10+,3.0,,TR,Central Valley,Connecticut
Astree,5.10c,3.0,2,Trad,Europe,International
Poison and Passion,5.12,3.0,,TR,Central Valley,Connecticut
Diesel,5.9,4.0,1,Sport,Los Angeles Basin,California
Unknown,5.10a,3.0,1,Sport,Northeast Corner & Spokane,Washington
Slap and Tickle,5.10b,4.4,1,Trad,North America,International
Fallen Angel,5.10c/d,3.5,1,Trad,Central Sierra,California
Practology,V4-,4.0,,Boulder,Duluth Area (Rock and Ice),Minnesota
Baby Snakes,5.8,3.5,1,"Trad, TR",Western Highlands,Connecticut
Dwarf Nebula,5.9- PG13,3.0,1,"Trad, TR",Western Highlands,Connecticut
Standard Route,5.9+,3.4,5,Trad,Blodgett Canyon,Montana
Gweilo,5.10a,4.3,4,Sport,Asia,International
Tierful Reunion,5.11,1.5,,Trad,Southern Arizona,Arizona
Warming Up,V0-1,2.0,,Boulder,Grand Junction Area,Colorado
First Wall 4,5.9+,2.0,,Sport,Asia,International
Overhang Wall 5,5.10a,2.0,,"Sport, TR",Asia,International
Scoop,V3,4.0,,Boulder,North America,International
Heat Stroke Atere,V0,5.0,,Boulder,North America,International
Wishes and Dishes,V10-11,3.0,,Boulder,North America,International
Dope Man Short,V4,2.0,,Boulder,Sierra Eastside,California
first string,V2,0.0,,"Boulder, Alpine",Grand Teton National Park,Wyoming
Justice From The Shadows,V7-,3.0,,Boulder,Cape Ann,Massachusetts
Japanese Cowboy,5.12,5.0,,Trad,Asia,International
The Reckoning,5.12-,5.0,,Trad,Asia,International
The Great Owl,5.9,5.0,1,Trad,Asia,International
Air China,5.13d,0.0,,Trad,Asia,International
Firecracker,5.11b,5.0,,Trad,Asia,International
Take That Back,V4,3.0,,Boulder,Central Coast,California
Gaspacho,5.8,2.5,1,"Sport, TR",Cooks Wall,North Carolina
Slapper,V5,4.4,,Boulder,Rocktown,Georgia
TUESDAY'S JUST AS BAD,5.8,2.0,,Trad,Okanogan,Washington
QUIET SUN,5.9,2.0,,Trad,Okanogan,Washington
SLIPKNOT!,5.9,3.0,,Trad,Okanogan,Washington
LADYTRON,5.7,3.0,,Trad,Okanogan,Washington
GHOST DANCE,5.9,3.0,,Sport,Okanogan,Washington
EAGLE AND COYOTE,5.8+,3.0,,Trad,Okanogan,Washington
Clearly Human,5.7,2.8,,Sport,Central Region,Washington
Dirty Dutch Remix,5.11d,2.0,,Trad,WM: Kancamagus (Eastern),New Hampshire
North Face,AI3 X,5.0,,"Ice, Alpine",Wrangell St. Elias NP,Alaska
V2 (I),V2,3.4,,Boulder,The Holy Boulders,Illinois
V0 Crack,V0-,2.5,,Boulder,The Holy Boulders,Illinois
Brown Cow,V6,3.9,,Boulder,The Holy Boulders,Illinois
Fritz,5.10d,0.0,1,Sport,Europe,International
Meeker V5 Variation,V5,3.0,,Boulder,Southeastern Lowlands,Pennsylvania
Scarface (Free),5.12,4.6,12,Trad,Yosemite National Park,California
Tennessee Shine,V2,2.0,,Boulder,Blue Hole Falls,Tennessee
Blisters (aka Waterfall),5.7+,4.0,2,Trad,Western Highlands,Connecticut
Variations,V0-1,3.3,,Boulder,The Holy Boulders,Illinois
Staircase,5.6,3.2,1,"Trad, TR",North America,International
Toad Licker,5.10,2.0,1,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Monozygotic,5.9,2.0,1,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Anachronistic Ethics,5.10+,2.8,2,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Full Monty,5.10-,3.5,2,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Heart and Soul,5.11+,4.8,2,Sport,Northern Arizona,Arizona
cousin IT,V4,2.0,,Boulder,South Central PA,Pennsylvania
The Warm Up,5.10,3.3,,Trad,Asia,International
Bone Crusher,V5,4.0,,Boulder,North Central,Pennsylvania
Prospector,5.7,3.0,,Trad,Asia,International
Tip of the Toe,5.12-,5.0,1,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Room to Grow,V1,2.0,,Boulder,Devil's Lake,Wisconsin
Cool Warm Up Traverse,V0,2.0,,Boulder,Shaking Rock,Georgia
Unknown,V4,3.0,,Boulder,Shaking Rock,Georgia
The Great Ah Ha,5.12b,3.5,8,"Trad, Sport",Whiteside Mountain,North Carolina
Snake Eyes,5.12a,3.3,,Sport,Sierra Eastside,California
Blue Boy Shorts Beta,5.9,4.0,1,TR,Jeff's World (MN/CA border),Minnesota
Dilemma Tree,V5,2.0,,Boulder,*Pawtuckaway,New Hampshire
Rising sun,V1,3.5,,Boulder,North Central,Pennsylvania
Charlie,5.13b,5.0,1,Trad,Red River Gorge,Kentucky
Monkey Spank,5.10+,3.5,1,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Pintrest,5.11-,4.3,1,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Loctite,5.11+,5.0,2,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Ponderosa,5.10-,2.0,1,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Boy with a Coin,5.10+,4.0,,Trad,Asia,International
Chasing Blue Sky,5.10c,3.0,,Sport,Central Oregon,Oregon
Nightshade Intolerance,5.10b,2.0,,Sport,Central Oregon,Oregon
Tanks for the Memories,5.10c,3.0,1,Sport,Lake Tahoe,California
The Maudra,V4-5,5.0,,Boulder,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
Naxis,5.10b,4.4,,Sport,Central Oregon,Oregon
Tea For Two,5.8+,3.0,1,"Trad, TR",Crowders Mountain,North Carolina
Easy Rider,V3,3.0,,Boulder,Cape Ann,Massachusetts
Quicksand,V7-,3.0,,Boulder,Cape Ann,Massachusetts
Black Ball Retriever,5.12c,4.3,1,Sport,Glenwood Springs,Colorado
Ignition Sequence,V4,4.0,,Boulder,Southwest Virginia,Virginia
Hang 'Em High,5.10b,3.0,1,Sport,Los Angeles Basin,California
Failure Is Not An Option,5.10-,3.0,,TR,Truth or Consequences Area,New Mexico
Caporal D.A.V.,5.11,4.0,1,Sport,North America,International
Tree Line,V1-,2.0,,Boulder,North Central,Pennsylvania
Havana Nights,WI5-,5.0,2,Ice,CO Ice & Mixed,Colorado
Can We Get Started,V3,3.0,,Boulder,Central Coast,California
Power Tower,5.10-,3.0,3,Trad,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
Ivan,5.10a,3.0,1,Sport,Europe,International
Dubeck,V3,3.7,,Boulder,Southeastern Lowlands,Pennsylvania
Mighty Mouse,V3,4.0,,Boulder,Southeastern Lowlands,Pennsylvania
The Chode,5.12b V5,4.0,1,"Sport, Boulder",West Desert,Utah
Saphir,5.9 PG13,4.2,5,Sport,Europe,International
South Side,5.10d,3.0,,Sport,Central Oregon,Oregon
Pablo Diablo Direct Extension,5.13a,4.0,,Sport,Red Rock,Nevada
Tannpirkeren (The Toothpick),WI5,3.0,1,"Trad, Ice",Europe,International
Zhong Jiang Soup,5.11,4.3,,Sport,Asia,International
Lost in Translation,V4+,3.0,,Boulder,*Rumney,New Hampshire
Cornerstone,5.11a,4.7,1,Trad,Sunset Park,Tennessee
Tango,5.10b,0.0,2,Trad,Zion National Park,Utah
Bad Ethics,5.10a PG13,3.1,1,Sport,Black Cliffs,Idaho
Lillebror,WI5,0.0,1,Ice,Europe,International
Climb and Punishment,5.11b/c,3.3,1,Trad,The Gunks,New York
Web Culture,V3,3.0,,Boulder,Grand Junction Area,Colorado
The Knob,V3,3.7,,Boulder,Wasatch Range,Utah
Weathering The Storm,5.11,3.0,,Sport,Southern Arizona,Arizona
Jagged Ascension aka The Hand is Quicker than the Eye,5.11c,3.0,1,Trad,Boulder,Colorado
License to Drive,V0,2.0,,Boulder,Sandstone,Minnesota
Baby J,V3,0.0,,Boulder,Carbondale Area,Colorado
Lumpy Rump,5.7,2.0,1,"Sport, TR",Lake Tahoe,California
Sandman,V3,3.0,,Boulder,Cape Ann,Massachusetts
Sugar Magnolia,5.7,3.0,1,Trad,Black Cliffs,Idaho
Thunder Arete,V3-4,3.0,,Boulder,Southwest Virginia,Virginia
Psycho Man,5.10+,3.8,2,Trad,Southern Arizona,Arizona
Feeling Minnesota,5.9-,2.4,1,"Trad, Sport",Zion National Park,Utah
Don's Scoop,V3,3.0,,Boulder,San Diego County,California
Bored to the Extreme,M7,3.0,1,Mixed,Europe,International
Slabalicious,V2,4.0,,Boulder,Grand Junction Area,Colorado
Acon69cagva,5.11a,3.0,1,Sport,Europe,International
Honey Ball,5.11b/c,3.5,1,Sport,Europe,International
Guillotine,5.8+ C0,1.0,1,"Aid, Alpine",*Rumney,New Hampshire
Five Easy Pieces,5.13a,4.5,5,Sport,Central Oregon,Oregon
The Moustache,V1+,3.0,,Boulder,Gilbert Hills State Park,Massachusetts
Touch My Shelf,5.12a,4.0,,Sport,Jackson Falls,Illinois
The Ugly,5.10b,2.0,,Sport,Jackson Falls,Illinois
Lucky Strike,5.7 AI3 R,4.0,6,"Trad, Ice, Alpine",Alpine Rock,Colorado
east sector,5.10c,4.0,1,Sport,Europe,International
?,5.8,2.0,1,Sport,Asia,International
Window to the Future,5.7,4.0,1,Sport,Joshua Tree National Park,California
Neurosis,5.10d,4.5,,Sport,North America,International
The Tree Route,M4,3.0,1,"Trad, Mixed",CO Ice & Mixed,Colorado
Islands in the City,5.12a,3.0,1,Sport,Europe,International
Suser gjennom Harryland,5.10a/b A3,0.0,18,"Aid, Alpine",Europe,International
Initiation wall,WI3,3.0,1,"Trad, TR, Ice",North America,International
Petit Eiger,WI3,4.0,1,"Trad, Ice",North America,International
Stand Your Ground,5.7,4.2,1,Trad,Adirondacks,New York
Reproof,5.9+,3.1,1,Trad,Adirondacks,New York
Humpin' Somethin',5.11b,3.0,1,Sport,South Central PA,Pennsylvania
Navajo Warrior,5.11c/d,5.0,1,Trad,Moab Area,Utah
Malcolm,V6,3.5,,Boulder,San Jacinto Mountains,California
Welcome Baby,5.10a,3.0,1,Sport,Europe,International
Channels for Dopamine,5.8,2.0,1,Sport,Guernsey State Park,Wyoming
The Idiot Box,5.11d,4.0,,"Trad, Sport",Northwest Region,Washington
Snugglefuk,5.8,3.3,1,Sport,Northwest Region,Washington
Buddy Slab,V0-,2.3,,Boulder,Lincoln Woods,Rhode Island
F*$k Buddy,V3,2.0,,Boulder,Lincoln Woods,Rhode Island
Jug Traverse,V-easy,4.0,,Boulder,DC and surrounding areas,Virginia
High Exposure,5.9,3.0,1,"Trad, Sport",Northwest Region,Washington
Right On,5.10d,4.0,3,"Trad, Sport",Northwest Region,Washington
Inconvenient,5.11a,4.0,,Sport,Asia,International
Reluctant,5.11a,4.0,,Sport,Asia,International
Gartha Nur (Todays Bread),V2,3.0,,Boulder,Asia,International
The Hand of God,5.11+,4.8,4,Trad,Lake Tahoe,California
The Fast and the Flurrious,V7,4.0,,Boulder,Central Coast,California
Bubble Butts,5.11b,3.0,1,"Trad, Sport",Northwest Region,Washington
Shades Of Grey,5.8,2.0,2,"Trad, Sport",Northwest Region,Washington
The Warm Up,V0,3.6,,Boulder,Lake Tahoe,California
Deliverance,5.8+,3.0,2,Trad,Northwest Region,Washington
Rise and Shine,5.10c,3.9,1,Sport,Los Angeles Basin,California
Man Cave,V5-,3.0,,Boulder,Cape Ann,Massachusetts
Dread Pirate Roberts,5.11+,3.7,,Trad,Cochiti Mesa & Surrounding Crags,New Mexico
Putterman Drops the Soap,5.9 A1+,3.0,2,"Trad, Aid",Moab Area,Utah
Pembe Hayaller,5.10b,3.0,1,Sport,Europe,International
Crying Boy,5.10b,3.2,1,Sport,Europe,International
Buehler's Day Off,5.12c/d,3.7,1,Sport,Sierra Eastside,California
Live and Die by the Sword,V3-,3.0,,Boulder,Grand Junction Area,Colorado
Frozen Ledges,WI1,4.0,1,"TR, Ice",* Ice and Mixed Climbing,New Hampshire
